"에너지원별(1)",에너지원별(2),에너지원별(3),2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"① 재생에너지",바이오 (toe),바이오가스,107430,30159,4528,5934,3612,3573,3661,5192,18089,1888,2027,12932,6887,771,3158,4519,501,139370,35478,7278,5264,4583,10217,5487,20350,-,15630,1523,1505,13051,7694,182,5097,5799,232,142937,34514,2409,13361,897,10866,6473,15931,-,29015,3004,2794,65,10124,1288,3313,8038,842,108734,12432,3114,8088,2717,5433,2274,7651,751,27543,3513,2046,4300,19058,796,3664,4590,764,94999,12891,2409,4879,4305,6124,5801,5766,666,23075,3079,2898,769,11063,887,2517,6761,1109,98123,13951,2613,6889,4298,6594,4270,7868,-,18750,3226,3066,1677,12474,575,3256,7848,767,91740,13341,2517,6940,4570,6369,3755,8162,-,18255,2216,2717,2085,11442,682,2314,5080,1294,96281,12863,1909,5884,6100,5053,3628,7266,-,19227,3388,5390,2723,12340,670,2558,6475,807,95385,12012,3715,5664,6192,4716,2157,6785,1044,16660,3783,4671,2400,17343,424,2256,4752,811,114343,12841,2793,12242,4881,3066,3937,7570,1044,20887,3924,4909,2969,13044,479,2706,12613,4437,101807,13537,5488,6854,5947,2660,6045,6445,549,21107,4193,4348,2659,10936,515,3205,6444,875
"① 재생에너지",바이오 (toe),매립지가스,116073,5303,2776,21018,80641,959,11,1245,-,-,794,-,96,1747,264,720,497,97497,9575,2690,19851,54192,3069,1195,1245,-,1402,-,701,-,107,2135,116,856,364,79918,2098,3220,20134,43458,1400,2580,882,-,-,-,531,-,461,4041,50,764,300,75804,3721,3232,19450,43964,1278,619,-,-,-,-,471,-,0,2253,35,245,536,71133,2698,3070,15004,42600,1298,3296,-,-,-,123,547,-,-,1889,0,69,539,77036,1952,3172,14372,47125,968,6229,-,-,-,609,428,-,-,1648,-,-,532,65179,-,2415,7657,45536,618,5940,-,-,-,557,352,-,223,1341,-,-,542,75518,1960,1943,17801,45131,491,4738,-,-,-,616,228,-,588,1496,-,58,469,62190,1526,1519,15727,33012,1018,6587,-,-,-,436,162,-,73,1485,-,219,424,81226,1578,1811,33995,35186,662,5718,-,-,-,352,129,-,-,1297,-,0,496,69389,1587,1381,22752,40168,650,1009,-,-,-,266,108,-,-,1088,-,-,379
"① 재생에너지",바이오 (toe),바이오디젤,359916,-,-,-,-,-,-,202827,76132,-,-,-,9462,71495,-,-,-,369081,-,-,-,-,-,-,230719,-,23216,-,-,-,23827,91319,-,-,-,387699,56314,21805,19652,27770,11195,11446,10762,1385,97512,13256,13380,17481,15342,15315,20790,27797,6497,441345,62288,25048,22392,34023,12590,12664,12091,2121,109789,14706,15000,19789,17299,18096,23438,31421,8590,442859,60510,25363,22279,34974,12912,12485,11873,2416,110247,14590,14996,19928,17318,18757,23467,31556,9191,428053,57097,24902,21493,34253,12316,11872,11034,2661,106987,14060,14499,19415,16619,18420,22708,30186,9533,683234,78977,38316,32495,46921,18638,17941,15639,4030,165124,25244,25995,35608,30125,35900,45331,50395,16553,699713,78837,39533,33067,47749,19166,18212,16052,4417,168741,25956,26893,36743,30759,37126,46888,51785,17790,689957,76527,38860,32521,46095,18845,17661,15625,4496,168269,25874,26419,36114,30216,37060,46417,51665,17291,597068,65606,33522,27269,38294,16143,15048,13308,3968,147924,22417,22992,31211,26086,33165,40085,44738,15292,683019,74006,37795,31065,42131,18455,17204,14970,4613,170991,25840,26508,36089,30014,38575,46003,51567,17192
"① 재생에너지",바이오 (toe),우드칩,164542,-,6716,41375,605,-,-,30084,34829,2567,2318,2714,40846,2489,-,-,-,168465,-,6716,28696,4775,-,-,22750,-,39474,5701,3864,11475,38963,6052,-,-,-,190687,-,6132,16488,53502,-,-,-,-,61235,700,3864,19354,22966,6446,-,-,-,373308,-,7426,32035,246258,-,-,-,-,54738,138,-,3232,18150,7999,-,-,3332,223392,-,7884,34910,61933,-,-,-,-,104969,200,-,8853,320,-,-,-,4322,122443,-,7728,31103,32255,-,-,-,-,41141,-,-,3654,263,473,-,-,5828,140232,-,7828,37013,36733,-,-,24134,-,29770,-,-,6,-,322,-,-,4425,226865,-,7010,20265,69438,-,-,25081,-,28468,348,-,71634,690,812,524,-,2595,237346,-,7174,22443,49200,-,-,32065,-,34680,3110,-,77907,4140,4050,524,-,2054,231309,-,7174,28734,12811,-,-,30408,-,36082,7536,-,86376,13082,8009,68,-,1030,170717,-,8398,11821,14462,-,-,27356,-,2662,342,-,85823,6826,13029,-,-,-
"① 재생에너지",바이오 (toe),성형탄,23857,1190,1190,1190,2455,1190,1190,1190,2855,1190,2875,1190,1190,1190,1392,1190,1190,23517,1151,1151,1151,1319,1151,1151,1151,1151,2831,1151,3251,1151,1151,1151,1151,1151,1151,24927,4473,1674,1168,1257,670,741,596,75,5501,1046,888,1129,925,1012,1574,1831,367,15828,2792,1055,735,800,423,469,379,60,3505,665,565,729,591,651,999,1170,240,15432,2642,1078,872,890,376,371,303,54,4207,372,463,605,499,508,897,1159,137,15663,2641,1083,880,902,382,373,306,61,4316,378,472,624,502,513,917,1174,141,17221,2920,1114,770,828,487,529,445,88,3961,708,632,756,593,677,1089,1329,296,16505,2776,1067,730,801,468,496,428,92,3837,671,603,722,571,645,1029,1275,295,10858,1788,677,443,454,301,330,314,54,2268,544,442,500,361,440,764,938,241,10598,1766,681,465,528,298,313,271,65,2520,428,384,466,363,407,649,806,189,2645,437,170,118,134,72,79,66,17,634,107,95,116,90,99,160,200,50
"① 재생에너지",바이오 (toe),임산연료,56481,-,-,-,14,-,-,-,957,10092,1663,372,7255,1200,34635,292,-,49622,-,-,-,-,-,-,-,-,101,7864,713,1216,-,1141,32824,5763,-,5163,-,-,-,-,-,-,-,-,461,2155,623,602,-,283,277,763,-,44790,-,-,-,-,-,-,-,-,2041,35921,408,1635,1148,2467,938,232,-,123810,-,-,-,-,-,-,-,-,3217,1098,544,2385,106,115775,669,15,-,648298,1274,-,1937,650,8996,8737,224,2268,42677,174098,91006,76683,73998,43823,83007,34026,4895,674167,2206,22,1733,2630,2603,6017,19954,3377,56314,144602,82482,57758,59658,53285,77774,96562,7190,131073,1,448,48,199,588,759,560,1,17736,20791,7362,5765,5075,12748,32578,22560,3854,142876,-,-,616,56,946,441,141,246,22292,29857,41174,19159,8379,7546,9360,2507,154,96770,27,-,46,163,307,202,-,308,7425,26586,9655,9692,5806,6704,19586,9241,1023,157598,43,62,162,173,924,496,104,1045,18477,38460,21496,17984,22506,8371,19118,7290,888
"① 재생에너지",바이오 (toe),목재펠릿,120055,6,342,89,981,-,230,196,17905,7381,12444,8679,8515,15835,14868,30589,1997,268129,31,407,89,22996,-,265,240,302,20360,15403,14430,27398,11863,23418,16281,112271,2376,795215,1079,612,328,114749,6818,2629,-,1638,63954,27841,10198,180804,21952,61978,22416,258634,19584,823763,3420,1324,405,77583,1616,4799,254,279,49105,39042,25019,195843,35112,62447,39487,263790,24239,817172,776,1588,412,87938,-,4790,254,1923,45734,33311,26638,206592,70378,38435,28002,247825,22576,1099049,89,3205,3087,5554,-,4270,1093,1555,44267,132741,23121,178012,426895,41390,30708,179510,23554,1486488,117,9051,1543,981,-,4065,773,2495,34631,187891,28247,162997,715052,142498,31143,139398,25604,1543390,38,8875,418,981,-,1239,794,585,32888,208774,23415,153041,791593,144196,27331,124257,24964,1325675,38,5390,421,981,-,1335,775,593,27501,284092,22446,146897,682841,16550,24565,88022,23229,1787454,38,5390,421,978,-,1335,775,456,32109,439766,21764,304001,844567,16538,24471,70962,23882,1836137,37,4867,589,978,-,265,794,456,19945,368854,18120,359623,959766,16241,26706,47906,10991
"① 재생에너지",바이오 (toe),폐목재,140874,-,160,11011,68157,-,-,669,21531,-,1678,-,29205,8150,-,313,-,175983,-,-,-,71012,-,-,669,-,20002,15162,1801,2639,56275,8150,-,273,-,191142,-,-,-,50075,-,-,4854,-,21645,25300,1404,3233,80581,-,-,472,3578,103998,-,-,5,21749,-,-,371,-,7629,-,1739,19217,50328,2729,-,231,-,82395,-,-,9,12831,-,-,338,-,7019,-,1485,27432,32564,559,-,159,-,75605,-,-,-,6177,-,-,509,-,10790,-,809,29020,27565,613,-,124,-,73771,-,-,-,6359,-,-,-,-,12340,-,451,33800,20059,635,-,128,-,66663,-,-,-,6483,-,-,-,-,11704,-,363,27676,20393,-,-,45,-,72501,-,-,-,6523,-,-,-,-,11188,-,862,27676,26207,-,-,45,-,66622,-,-,-,6446,-,-,-,-,11045,-,862,25128,23141,-,-,-,-,65629,-,-,-,5429,-,-,-,-,2141,183,146,33199,24531,-,-,-,-
"① 재생에너지",바이오 (toe),흑액,228337,-,-,-,-,-,-,228337,-,-,-,-,-,-,-,-,-,229254,-,-,-,-,-,-,229254,-,-,-,-,-,-,-,-,-,-,322304,-,-,-,-,-,-,322304,-,-,-,-,-,-,-,-,-,-,231008,-,-,-,-,-,-,231008,-,-,-,-,-,-,-,-,-,-,228848,-,-,-,-,-,-,228848,-,-,-,-,-,-,-,-,-,-,230016,-,-,-,-,-,-,230016,-,-,-,-,-,-,-,-,-,-,218902,-,-,-,-,-,-,218902,-,-,-,-,-,-,-,-,-,-,205286,-,-,-,-,-,-,205286,-,-,-,-,-,-,-,-,-,-,197589,-,-,-,-,-,-,197589,-,-,-,-,-,-,-,-,-,-,212208,-,-,-,-,-,-,212208,-,-,-,-,-,-,-,-,-,-,224899,-,-,-,-,-,-,224899,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",바이오 (toe),하수슬러지 고형연료,17159,-,-,-,-,-,-,-,-,-,-,15886,-,-,-,1273,-,37574,-,-,-,-,-,-,-,-,-,-,-,22645,-,-,-,14929,-,41478,-,-,-,-,-,-,-,-,113,-,-,25009,-,4,2,16351,-,78484,9444,-,-,-,-,-,-,-,5973,-,3213,42875,-,12,-,16967,-,77843,-,-,-,-,-,-,-,-,17280,-,-,44885,-,-,-,15678,-,100749,-,-,-,-,-,-,-,-,29971,-,-,51588,-,-,-,19191,-,114451,-,-,-,-,-,-,-,-,26706,-,-,61407,-,-,1662,24675,-,102061,-,-,-,-,-,-,-,-,26651,-,-,70536,-,-,4873,-,-,154832,-,-,-,-,-,-,-,-,61193,-,-,64172,-,-,10636,18831,-,152762,-,-,-,-,-,-,-,-,60438,-,-,65850,-,-,8517,17957,-,66808,-,-,-,-,-,-,-,-,46644,-,-,13285,-,-,6879,-,-
"① 재생에너지",바이오 (toe),Bio-SRF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,527270,-,-,33176,8726,-,-,-,8955,117725,67463,3085,38760,62398,-,-,186982,-,208392,-,-,7138,13593,-,-,-,-,30975,65372,596,78635,10397,1296,-,390,-,281394,-,-,-,18793,-,-,-,1489,8929,68636,754,144995,34987,2811,-,-,-,437734,-,-,-,35638,-,-,-,17288,45345,68425,2659,181377,84861,2141,-,-,-,532943,-,-,-,43144,-,-,-,17703,86454,57030,2677,220347,103240,2205,-,142,-,510194,-,-,-,18118,-,-,-,16840,107586,66281,2321,181826,111143,3151,-,2927,-,501406,-,-,-,23594,-,-,-,17682,100196,49817,1605,169048,130656,5901,-,2336,570,522913,-,-,-,54602,-,-,-,24657,107699,38963,1605,154953,126973,4980,-,8165,316,641883,-,-,-,58162,-,-,-,28560,148413,43445,1119,219158,124301,5584,-,11340,1800
"① 재생에너지",바이오 (toe),바이오중유,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113257,-,-,-,-,-,-,7315,-,957,-,-,-,-,-,-,-,104986,260203,-,-,13,-,-,-,41033,-,3871,-,-,-,-,-,-,-,215286,306175,-,-,1153,-,-,-,54825,-,3427,-,-,-,-,-,-,-,246770,266012,-,-,1935,-,-,-,106325,-,-,-,-,-,-,-,-,-,157751,344048,-,-,1484,-,-,-,112507,-,737,-,-,-,-,-,-,-,229320,488877,-,-,-,-,-,-,94980,-,-,-,-,-,-,-,-,-,393897,408559,-,-,-,-,-,-,118958,-,-,-,-,-,-,-,-,-,289602,390302,-,-,-,-,-,-,91168,-,-,-,-,-,-,-,-,-,299135,352340,-,-,-,-,-,-,11816,-,-,-,-,-,-,-,-,-,340524
"① 재생에너지",폐기물 (toe),소계,5998509,177549,75384,54200,115854,23742,38671,382270,755548,557062,391970,782785,152865,1394229,839982,241435,14965,6502414,172422,74555,62800,108068,34442,34765,613295,34865,826427,666132,410375,796167,281046,1172069,1012245,184875,17867,6904733,162844,78731,66440,92773,30056,25847,337715,24029,642845,616879,335226,1150396,157894,865307,2145326,156882,15543,8436216,177290,76864,62816,133591,22305,35831,391785,46059,711202,722257,272761,1095488,178664,2656239,1600274,235257,17534,8742726,168614,64028,67993,143610,21900,48172,860753,60857,732965,478129,329078,1148352,228370,2464690,1718137,190904,16175,9358998,168115,126961,63708,150055,8587,63566,968451,21170,804462,431003,441741,1196477,195553,2636180,1851171,215103,16694,9084212,172088,110039,63169,132503,8119,77171,608709,23624,804206,457154,414756,1266072,184812,2634148,1896919,213278,17445,7049477,143488,91348,54045,105356,1771,72592,449788,20259,630549,431415,349888,976285,131373,1863901,1550827,155565,21028,1165993,69519,38974,21793,49071,1992,28363,85835,7547,241528,179556,152904,46066,52645,84735,35074,56979,13411,1198193,76416,36856,21454,47195,1400,26441,95826,8340,253804,215346,149498,39853,50321,65850,36512,57968,15112,1257422,69477,32952,33895,49723,1387,33304,103624,5414,251332,241538,174966,40548,47277,70007,33129,58631,10218
"① 재생에너지",폐기물 (toe),폐가스,2999138,-,938,105,22242,-,-,283130,7713,-,2536,678691,6791,1278498,718495,-,-,3343253,-,1908,78,16431,-,-,504030,-,63992,-,1581,733594,7223,1120073,894343,-,-,4148491,-,970,28,754,-,-,200010,-,402,-,7917,1083498,1500,806484,2046929,-,-,5345343,1805,0,172,18048,-,-,256290,-,6902,-,13568,1011015,2970,2561401,1473172,-,-,5189393,-,-,-,19994,-,-,273578,-,4271,-,1596,1062636,1733,2223282,1602302,-,-,5561785,-,-,-,20903,-,-,339168,-,5754,-,741,1092528,3365,2366409,1732918,-,-,5628536,-,-,-,69,-,-,330172,-,5368,-,812,1166879,3428,2347848,1773960,-,-,4214432,-,-,-,53,-,-,218101,-,2974,-,608,888609,61,1654551,1449475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",폐기물 (toe),산업폐기물,860472,-,17572,28603,17664,4869,14612,67102,295516,-,83306,55293,73437,67168,52968,79002,3358,886943,-,16794,32276,25914,14679,14166,80477,32038,308077,486,77008,16965,92213,40570,54586,76481,4213,780801,-,21226,41715,24181,12681,3156,78457,10777,265595,-,46145,28228,76927,45305,55356,67568,3484,925376,-,16174,37832,49207,5156,13943,70313,26511,310353,-,61409,36644,68685,63283,68156,93872,3838,944486,-,7257,45240,50090,9374,25340,112464,45745,287216,-,52937,20383,93988,48823,64436,77809,3384,953426,-,24901,42928,44839,8587,41035,102696,2003,303548,-,93404,34966,75557,46168,56821,72239,3733,944887,-,26474,41982,48655,8119,35611,105719,759,286195,-,106130,34503,72577,45548,53320,75583,3712,747659,-,21342,35646,43264,1771,33597,87434,639,225279,-,85451,32277,51143,31737,44347,50915,2816,308446,-,7601,13684,19121,1992,13238,31985,817,91639,-,47015,12618,20363,12163,17183,17940,1088,308638,-,7277,13466,18598,1400,13281,35689,787,100334,-,32463,12857,17031,15336,18546,20510,1063,306647,-,5709,12315,15964,1387,11948,33352,767,93701,-,36387,15528,14133,19974,20421,24002,1059
"① 재생에너지",폐기물 (toe),생활폐기물,147247,16323,-,-,-,-,-,-,28098,7724,6575,9718,10245,6933,33661,27970,-,169121,18264,3805,-,-,-,-,-,1735,50502,9164,11038,13465,-,4012,28203,26348,2585,157178,19904,-,-,2063,-,-,-,3263,33641,14108,21154,11207,-,9886,21106,20506,340,972271,175485,35029,24812,61068,17149,21888,35249,3611,279608,28051,29502,46964,46727,14401,26385,114175,12168,949551,168614,33051,22753,68142,12526,22832,31735,-,297543,22237,23354,64524,45505,13839,28414,83596,10886,1001529,168115,34070,18997,66222,-,22531,32493,3732,337103,24087,25613,65892,47344,19154,38541,86522,11112,994424,172088,34378,18857,61354,-,21796,36078,3919,333907,22963,26483,64690,46670,18879,38276,82410,11675,828116,143488,27885,16597,51514,-,18158,31108,3498,274071,18261,33785,52996,36590,13608,25689,63996,16872,410219,69519,13131,7319,26929,-,6197,15593,1790,127651,9147,17637,32250,19787,7144,12368,31433,12323,420039,76416,13200,7268,26091,-,4372,19427,1880,131901,8114,17862,26570,21215,7059,12935,31680,14049,408095,69477,13378,21580,29174,-,9199,18893,719,121220,3471,21036,24928,21386,7103,9754,27618,9159
"① 재생에너지",폐기물 (toe),대형도시쓰레기,748372,161226,54550,24314,64747,16230,22169,19576,225173,8986,15035,27808,40744,6443,-,50850,10522,698870,154158,37877,24594,57493,16523,20599,12013,-,220710,8977,16567,28193,42053,-,-,49542,9570,725420,142940,34772,24697,63169,16047,22692,32925,-,235449,8416,15809,27459,39078,-,-,52024,9944,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",폐기물 (toe),시멘트킬른보조연료,752890,-,-,-,-,-,-,-,-,535197,214519,-,-,3174,-,-,-,899151,-,-,-,-,-,-,-,-,-,629514,266696,-,-,2942,-,-,-,837114,-,-,-,-,-,-,-,-,-,594283,239599,-,-,3231,-,-,-,807229,-,-,-,-,-,-,-,-,-,649857,150922,-,-,6450,-,-,-,661278,-,-,-,-,-,-,-,-,-,447704,205690,-,-,7884,-,-,-,654136,-,-,-,-,-,-,-,-,-,398446,247601,-,-,8088,-,-,-,626621,-,-,-,-,-,-,-,-,-,420029,198342,-,-,8250,-,-,-,577577,-,-,-,-,-,-,-,-,-,401657,168716,-,-,7204,-,-,-,234334,-,-,-,-,-,-,-,-,-,165815,65721,-,-,2798,-,-,-,272998,-,-,-,-,-,-,-,-,-,202967,69622,-,-,409,-,-,-,318115,-,-,-,-,-,-,-,-,-,235691,82424,-,-,-,-,-,-
"① 재생에너지",폐기물 (toe),SRF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58935,-,16913,-,-,-,-,1313,9989,3061,72,2733,5,24228,-,621,-,-,207638,-,25661,-,-,-,-,29616,15937,19514,44349,15862,865,40620,9444,5770,-,-,821614,-,23719,-,-,-,-,441630,15112,51183,8188,40853,810,69257,170862,-,-,-,1005761,-,67990,1784,13948,-,-,491475,15435,58991,8469,69253,3092,51921,196361,3445,23597,-,695021,-,49187,2330,14500,-,19763,132371,18947,76830,14162,77711,-,47051,213623,4106,24440,-,546511,-,42121,1802,9167,-,20836,109251,16122,55299,11497,55568,2404,34315,156801,11648,19680,-,212993,-,18242,790,3020,-,8928,38256,4940,22238,4594,22531,1199,12495,62630,5523,7607,-,196517,-,16379,720,2506,-,8788,40710,5673,21570,4265,29551,426,12074,43046,5032,5778,-,224565,-,13865,-,4585,-,12157,51379,3929,36411,2376,35119,92,11758,42930,2954,7011,-
"① 재생에너지",폐기물 (toe),RDF/RPF/TDF,261022,-,1535,1178,6858,-,1890,2967,98882,5155,60269,9893,6777,17997,5852,41770,-,286419,-,11421,5852,7107,-,-,12120,1092,61611,17991,35541,3950,124799,4058,877,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",폐기물 (toe),정제연료유,229368,-,789,-,4343,2643,-,9495,100166,-,9730,1382,14871,14016,29006,41843,1085,218657,-,2751,-,1123,3240,-,4655,-,121533,-,1944,-,14758,414,34236,32504,1499,196794,-,4850,-,2605,1328,-,25011,-,104697,-,1869,-,16161,401,21314,16784,1774,178360,-,-,-,5268,-,-,317,-,94825,-,1498,-,19663,1260,26791,27210,1528,176405,-,-,-,5384,-,-,1346,-,92752,-,4648,-,17887,-,22985,29499,1905,182361,-,-,-,4144,-,-,2619,-,99066,-,5127,-,17366,-,19445,32744,1849,194723,-,-,-,7926,-,-,4369,-,101906,-,5278,-,15086,-,27256,30845,2058,135182,-,-,-,1358,-,-,3893,-,72926,-,5759,-,9264,-,19667,20974,1340,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"② 신에너지",연료전지 (toe),소계,82510,6333,11242,15885,2990,540,35,90,16401,56,5,4589,3612,16820,3899,13,-,122416,5263,9992,12261,1723,589,50,2059,-,62640,56,6,4404,3089,16074,4197,13,-,199369,11949,8006,6796,6988,639,50,5202,-,127277,56,6,3106,3292,14897,11092,13,-,230173,36965,5318,9726,18525,522,47,4864,-,128009,44,5,4710,2531,15483,3411,14,-,241616,38137,6406,10911,23850,547,65,3987,-,124763,43,27,5128,409,24897,2396,51,-,313303,69689,38933,8899,25253,547,86,4432,-,132842,42,62,6000,189,22847,3394,89,-,376304,68432,55703,8908,44274,547,95,3587,3,150932,83,72,14325,860,26019,2330,134,-,492105,59848,52866,7188,119931,584,5839,2540,11,169041,189,96,31172,1062,38432,2811,494,-,755887,72749,39280,1710,203105,739,7141,3002,8465,262648,10479,141,97628,1850,35819,6890,4198,44,1023132,93510,62548,3177,319009,1039,8453,11857,9338,309670,31596,11721,96557,2409,48881,7774,5503,89,1153529,71483,69911,3238,287034,13906,18427,46201,8605,329301,58819,43942,104136,23713,62277,6308,6142,88
"② 신에너지",연료전지 (toe),사업용,78987,5353,11196,15864,2967,-,-,-,15868,-,-,4576,3602,16730,2831,-,-,118348,4165,9946,12240,1687,-,-,1706,-,62030,-,-,4391,3080,15975,3128,-,-,194714,10725,7951,6746,6861,-,-,4672,-,126629,-,-,3092,3283,14788,9967,-,-,226069,35954,5258,9653,18359,-,-,4444,-,127397,-,-,4690,2523,15395,2396,-,-,237279,37059,6316,10766,23669,-,-,3545,-,123994,-,-,5068,401,24804,1657,-,-,308375,68568,38798,8654,25055,-,-,3964,-,131957,-,-,5889,182,22740,2568,-,-,371004,67313,55539,8536,44056,-,-,3129,-,149946,44,-,14174,853,25900,1485,29,-,480826,58686,52680,6710,119672,-,627,2076,-,167708,157,-,30932,1055,38289,1874,361,-,742434,71364,39026,1172,202746,-,1661,2502,8448,260703,10417,-,97265,1706,35517,5931,3977,-,1006930,91857,62012,2527,318330,58,2691,11532,9321,307266,31456,11528,96104,2121,48384,6741,5001,-,1135223,69633,69163,2459,286013,12849,12696,45882,8589,326451,58621,43712,103583,23311,61707,5147,5408,-
"② 신에너지",연료전지 (toe),자가용,3523,980,46,21,23,540,35,90,533,56,5,13,10,90,1068,13,-,4068,1098,46,21,36,589,50,353,-,610,56,6,13,10,100,1069,13,-,4655,1224,56,50,127,639,50,530,-,648,56,6,13,10,109,1125,13,-,4104,1011,60,73,166,522,47,420,-,612,44,5,20,8,88,1015,14,-,4337,1078,91,145,181,547,65,442,-,770,43,27,60,7,93,739,51,-,4928,1121,135,245,198,547,86,468,-,885,42,62,112,7,108,826,89,-,5301,1119,163,372,217,547,95,459,3,986,39,72,151,7,119,845,105,-,11279,1162,186,478,259,584,5212,464,11,1333,32,96,240,7,143,937,134,-,13453,1385,254,538,360,739,5480,500,16,1945,62,141,363,144,302,958,222,44,16202,1653,536,650,679,981,5762,325,16,2404,141,193,453,288,497,1033,502,89,18307,1851,748,779,1021,1057,5731,319,16,2850,198,230,553,403,569,1161,734,88
"② 신에너지",IGCC (toe),소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,362527,-,-,-,-,-,-,-,-,-,-,-,362527,-,-,-,-,-,219661,-,-,-,-,-,-,-,-,-,-,-,219661,-,-,-,-,-,506381,-,-,-,-,-,-,-,-,-,-,-,506381,-,-,-,-,-,466631,-,-,-,-,-,-,-,-,-,-,-,466631,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"② 신에너지",IGCC (toe),사업용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1285,-,-,-,-,-,-,-,-,-,-,-,1285,-,-,-,-,-,76104,-,-,-,-,-,-,-,-,-,-,-,76104,-,-,-,-,-,273861,-,-,-,-,-,-,-,-,-,-,-,273861,-,-,-,-,-,362527,-,-,-,-,-,-,-,-,-,-,-,362527,-,-,-,-,-,219661,-,-,-,-,-,-,-,-,-,-,-,219661,-,-,-,-,-,506381,-,-,-,-,-,-,-,-,-,-,-,506381,-,-,-,-,-,466631,-,-,-,-,-,-,-,-,-,-,-,466631,-,-,-,-,-,418508,-,-,-,-,-,-,-,-,-,-,-,418508,-,-,-,-,-
