계약종별 전력사용량 월별( 20240509 현재 ),,,,,,,
"시도 : 전체(시도), 시군구 : 전체(시 / 군 / 구)",,,,,,,
기간 : 2020년 01 월 ~ 2020년 06월,,,,,,,
년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),전기요금(원),평균판매단가(원/kWh)
202001,전체(시도),전체(시 / 군 / 구),주택용,"15,484,923 ","6,459,786,051 ","725,764,040,360 ",112.4 
202001,전체(시도),전체(시 / 군 / 구),일반용,"3,238,438 ","10,974,675,167 ","1,452,001,373,870 ",132.3 
202001,전체(시도),전체(시 / 군 / 구),교육용,"21,063 ","871,012,691 ","88,456,117,531 ",101.6 
202001,전체(시도),전체(시 / 군 / 구),산업용,"425,204 ","24,144,130,063 ","2,744,381,488,565 ",113.7 
202001,전체(시도),전체(시 / 군 / 구),농사용,"1,821,515 ","1,839,714,634 ","88,549,176,409 ",48.1 
202001,전체(시도),전체(시 / 군 / 구),가로등,"2,016,030 ","335,244,746 ","35,867,225,276 ",107.0 
202001,전체(시도),전체(시 / 군 / 구),심 야,"774,265 ","1,671,464,277 ","125,523,728,704 ",75.1 
202002,전체(시도),전체(시 / 군 / 구),주택용,"15,493,641 ","6,467,416,651 ","727,867,991,496 ",112.5 
202002,전체(시도),전체(시 / 군 / 구),일반용,"3,242,360 ","10,483,941,198 ","1,406,934,709,246 ",134.2 
202002,전체(시도),전체(시 / 군 / 구),교육용,"21,083 ","743,232,724 ","79,142,574,829 ",106.5 
202002,전체(시도),전체(시 / 군 / 구),산업용,"425,408 ","22,974,888,459 ","2,680,478,630,057 ",116.7 
202002,전체(시도),전체(시 / 군 / 구),농사용,"1,821,750 ","1,836,799,457 ","88,495,419,895 ",48.2 
202002,전체(시도),전체(시 / 군 / 구),가로등,"2,023,824 ","320,476,384 ","35,545,082,875 ",110.9 
202002,전체(시도),전체(시 / 군 / 구),심 야,"772,048 ","1,641,601,124 ","123,217,118,118 ",75.1 
202003,전체(시도),전체(시 / 군 / 구),주택용,"15,505,867 ","6,048,275,516 ","649,622,563,954 ",107.4 
202003,전체(시도),전체(시 / 군 / 구),일반용,"3,244,322 ","9,110,162,207 ","1,144,876,706,687 ",125.7 
202003,전체(시도),전체(시 / 군 / 구),교육용,"21,083 ","596,244,274 ","61,177,566,757 ",102.6 
202003,전체(시도),전체(시 / 군 / 구),산업용,"425,657 ","23,816,811,865 ","2,280,686,000,334 ",95.8 
202003,전체(시도),전체(시 / 군 / 구),농사용,"2,374,916 ","1,641,070,204 ","79,682,112,977 ",48.6 
202003,전체(시도),전체(시 / 군 / 구),가로등,"2,028,176 ","299,519,915 ","33,803,910,946 ",112.9 
202003,전체(시도),전체(시 / 군 / 구),심 야,"770,120 ","1,331,111,585 ","88,854,988,606 ",66.8 
202004,전체(시도),전체(시 / 군 / 구),주택용,"15,519,255 ","6,098,775,450 ","662,864,220,308 ",108.7 
202004,전체(시도),전체(시 / 군 / 구),일반용,"3,244,672 ","8,356,835,392 ","981,477,074,589 ",117.4 
202004,전체(시도),전체(시 / 군 / 구),교육용,"21,047 ","489,468,236 ","46,467,440,987 ",94.9 
202004,전체(시도),전체(시 / 군 / 구),산업용,"426,046 ","22,623,757,004 ","2,124,280,925,386 ",93.9 
202004,전체(시도),전체(시 / 군 / 구),농사용,"1,913,668 ","1,524,378,893 ","74,969,049,329 ",49.2 
202004,전체(시도),전체(시 / 군 / 구),가로등,"2,054,312 ","292,387,982 ","34,132,553,486 ",116.7 
202004,전체(시도),전체(시 / 군 / 구),심 야,"768,080 ","1,063,737,391 ","58,337,375,770 ",54.8 
202005,전체(시도),전체(시 / 군 / 구),주택용,"15,524,386 ","5,724,593,361 ","595,223,338,995 ",104.0 
202005,전체(시도),전체(시 / 군 / 구),일반용,"3,243,951 ","8,062,026,211 ","960,022,206,539 ",119.1 
202005,전체(시도),전체(시 / 군 / 구),교육용,"21,024 ","431,026,053 ","42,494,096,415 ",98.6 
202005,전체(시도),전체(시 / 군 / 구),산업용,"426,426 ","21,738,251,888 ","2,044,085,667,835 ",94.0 
202005,전체(시도),전체(시 / 군 / 구),농사용,"1,850,128 ","1,331,298,812 ","64,968,600,781 ",48.8 
202005,전체(시도),전체(시 / 군 / 구),가로등,"2,056,295 ","270,778,685 ","32,636,749,849 ",120.5 
202005,전체(시도),전체(시 / 군 / 구),심 야,"765,482 ","746,745,698 ","41,772,881,811 ",55.9 
202006,전체(시도),전체(시 / 군 / 구),주택용,"15,535,731 ","5,928,622,419 ","630,650,295,618 ",106.4 
202006,전체(시도),전체(시 / 군 / 구),일반용,"3,247,707 ","9,066,323,855 ","1,230,303,150,113 ",135.7 
202006,전체(시도),전체(시 / 군 / 구),교육용,"21,019 ","532,351,209 ","63,757,351,198 ",119.8 
202006,전체(시도),전체(시 / 군 / 구),산업용,"426,929 ","22,092,908,456 ","2,605,666,545,588 ",117.9 
202006,전체(시도),전체(시 / 군 / 구),농사용,"1,860,061 ","1,375,901,442 ","67,845,391,932 ",49.3 
202006,전체(시도),전체(시 / 군 / 구),가로등,"2,069,573 ","258,993,155 ","32,214,254,870 ",124.4 
202006,전체(시도),전체(시 / 군 / 구),심 야,"763,336 ","474,464,445 ","28,023,232,381 ",59.1 
합계,합계,합계,합계,"143,710,821","252,091,205,229","27,163,120,931,272",107.8
,,,,,,,
년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),전기요금(원),평균판매단가(원/kWh)
202001,강원특별자치도,전체,가로등,"120,864 ","17,497,377 ","1,917,442,995 ",109.6 
202001,강원특별자치도,전체,교육용,"1,064 ","37,699,308 ","3,756,668,627 ",99.6 
202001,강원특별자치도,전체,농사용,"109,485 ","58,349,215 ","2,941,753,777 ",50.4 
202001,강원특별자치도,전체,산업용,"13,961 ","527,777,697 ","57,274,517,769 ",108.5 
202001,강원특별자치도,전체,심 야,"89,069 ","228,933,470 ","17,125,515,331 ",74.8 
202001,강원특별자치도,전체,일반용,"148,976 ","475,027,529 ","61,349,926,256 ",129.2 
202001,강원특별자치도,전체,주택용,"607,740 ","202,125,888 ","22,741,596,213 ",112.5 
202001,강원특별자치도,전체,합계,"1,091,159 ","1,547,410,484 ","167,107,420,968 ",108 
202001,경기도,전체,가로등,"360,639 ","81,581,581 ","8,894,548,241 ",109 
202001,경기도,전체,교육용,"4,533 ","180,736,780 ","18,160,730,928 ",100.5 
202001,경기도,전체,농사용,"229,684 ","266,625,103 ","12,733,661,417 ",47.8 
202001,경기도,전체,산업용,"130,509 ","5,835,731,295 ","678,636,111,492 ",116.3 
202001,경기도,전체,심 야,"140,248 ","393,328,564 ","29,670,428,574 ",75.4 
202001,경기도,전체,일반용,"693,951 ","2,853,979,349 ","371,476,699,440 ",130.2 
202001,경기도,전체,주택용,"3,001,886 ","1,666,357,785 ","190,106,725,872 ",114.1 
202001,경기도,전체,합계,"4,561,450 ","11,278,340,457 ","1,309,678,905,964 ",116.1 
202001,경상남도,전체,가로등,"179,166 ","26,312,895 ","2,840,725,425 ",108 
202001,경상남도,전체,교육용,"1,670 ","40,260,154 ","4,526,079,799 ",112.4 
202001,경상남도,전체,농사용,"212,511 ","339,086,067 ","16,021,271,733 ",47.2 
202001,경상남도,전체,산업용,"38,563 ","1,606,481,771 ","199,067,196,751 ",123.9 
202001,경상남도,전체,심 야,"84,600 ","123,789,349 ","9,317,470,759 ",75.3 
202001,경상남도,전체,일반용,"224,057 ","615,266,426 ","82,702,792,143 ",134.4 
202001,경상남도,전체,주택용,"1,173,896 ","417,735,012 ","46,723,317,002 ",111.8 
202001,경상남도,전체,합계,"1,914,463 ","3,168,931,674 ","361,198,853,612 ",114 
202001,경상북도,전체,가로등,"200,381 ","28,243,105 ","2,999,417,368 ",106.2 
202001,경상북도,전체,교육용,"1,476 ","60,297,742 ","6,095,583,033 ",101.1 
202001,경상북도,전체,농사용,"345,117 ","186,221,544 ","9,180,094,346 ",49.3 
202001,경상북도,전체,산업용,"32,397 ","2,436,016,257 ","272,188,173,642 ",111.7 
202001,경상북도,전체,심 야,"73,074 ","158,167,491 ","11,823,730,888 ",74.8 
202001,경상북도,전체,일반용,"216,391 ","534,752,487 ","70,917,631,497 ",132.6 
202001,경상북도,전체,주택용,"1,148,023 ","325,763,431 ","35,800,191,257 ",109.9 
202001,경상북도,전체,합계,"2,016,859 ","3,729,462,057 ","409,004,822,031 ",109.7 
202001,광주광역시,전체,가로등,"47,028 ","8,102,224 ","851,765,446 ",105.1 
202001,광주광역시,전체,교육용,631 ,"29,304,976 ","2,991,242,848 ",102.1 
202001,광주광역시,전체,농사용,"11,631 ","10,033,014 ","479,982,293 ",47.8 
202001,광주광역시,전체,산업용,"6,358 ","242,265,471 ","30,503,847,526 ",125.9 
202001,광주광역시,전체,심 야,"6,066 ","13,428,036 ","998,652,158 ",74.4 
202001,광주광역시,전체,일반용,"92,848 ","269,323,437 ","35,655,232,276 ",132.4 
202001,광주광역시,전체,주택용,"386,674 ","184,074,539 ","19,964,265,982 ",108.5 
202001,광주광역시,전체,합계,"551,236 ","756,531,697 ","91,444,988,529 ",120.9 
202001,대구광역시,전체,가로등,"62,131 ","12,520,009 ","1,320,997,475 ",105.5 
202001,대구광역시,전체,교육용,832 ,"33,556,739 ","3,539,610,725 ",105.5 
202001,대구광역시,전체,농사용,"14,774 ","7,753,786 ","393,090,157 ",50.7 
202001,대구광역시,전체,산업용,"20,567 ","545,783,132 ","66,411,348,536 ",121.7 
202001,대구광역시,전체,심 야,"17,635 ","29,338,376 ","2,208,864,376 ",75.3 
202001,대구광역시,전체,일반용,"154,389 ","434,031,466 ","57,640,744,230 ",132.8 
202001,대구광역시,전체,주택용,"662,235 ","298,843,007 ","32,375,237,701 ",108.3 
202001,대구광역시,전체,합계,"932,563 ","1,361,826,515 ","163,889,893,200 ",120.3 
202001,대전광역시,전체,가로등,"37,753 ","7,952,071 ","852,327,763 ",107.2 
202001,대전광역시,전체,교육용,617 ,"39,868,933 ","3,884,376,861 ",97.4 
202001,대전광역시,전체,농사용,"7,527 ","3,579,482 ","182,169,382 ",50.9 
202001,대전광역시,전체,산업용,"5,634 ","267,330,745 ","31,601,325,806 ",118.2 
202001,대전광역시,전체,심 야,"15,560 ","27,913,634 ","2,093,364,510 ",75 
202001,대전광역시,전체,일반용,"80,981 ","328,451,966 ","42,978,345,324 ",130.9 
202001,대전광역시,전체,주택용,"441,344 ","178,032,183 ","18,777,213,363 ",105.5 
202001,대전광역시,전체,합계,"589,416 ","853,129,014 ","100,369,123,009 ",117.6 
202001,부산광역시,전체,가로등,"85,965 ","16,720,596 ","1,772,246,018 ",106 
202001,부산광역시,전체,교육용,"1,166 ","41,640,286 ","4,511,943,330 ",108.4 
202001,부산광역시,전체,농사용,"11,614 ","11,821,145 ","583,981,155 ",49.4 
202001,부산광역시,전체,산업용,"24,955 ","719,582,496 ","89,317,169,959 ",124.1 
202001,부산광역시,전체,심 야,"19,704 ","34,717,362 ","2,637,552,686 ",76 
202001,부산광역시,전체,일반용,"188,631 ","583,646,000 ","79,186,893,104 ",135.7 
202001,부산광역시,전체,주택용,"954,832 ","424,301,812 ","47,378,513,927 ",111.7 
202001,부산광역시,전체,합계,"1,286,867 ","1,832,429,697 ","225,388,300,179 ",123 
202001,서울특별시,전체,가로등,"195,527 ","30,116,131 ","3,159,249,606 ",104.9 
202001,서울특별시,전체,교육용,"2,660 ","175,613,436 ","17,363,063,627 ",98.9 
202001,서울특별시,전체,농사용,"1,870 ","1,677,657 ","82,072,409 ",48.9 
202001,서울특별시,전체,산업용,"44,469 ","443,088,628 ","55,069,480,890 ",124.3 
202001,서울특별시,전체,심 야,"14,065 ","24,247,267 ","2,040,575,743 ",84.2 
202001,서울특별시,전체,일반용,"546,920 ","2,320,438,590 ","308,657,703,162 ",133 
202001,서울특별시,전체,주택용,"2,845,641 ","1,201,844,525 ","136,276,682,233 ",113.4 
202001,서울특별시,전체,합계,"3,651,152 ","4,197,026,234 ","522,648,827,670 ",124.5 
202001,세종특별자치시,전체,가로등,"13,324 ","3,129,936 ","340,880,936 ",108.9 
202001,세종특별자치시,전체,교육용,140 ,"8,874,322 ","832,505,433 ",93.8 
202001,세종특별자치시,전체,농사용,"9,511 ","7,606,515 ","369,065,631 ",48.5 
202001,세종특별자치시,전체,산업용,"1,636 ","144,489,183 ","16,727,288,812 ",115.8 
202001,세종특별자치시,전체,심 야,"7,348 ","12,330,004 ","924,775,972 ",75 
202001,세종특별자치시,전체,일반용,"13,419 ","66,137,414 ","9,042,445,322 ",136.7 
202001,세종특별자치시,전체,주택용,"53,325 ","46,277,219 ","5,079,710,624 ",109.8 
202001,세종특별자치시,전체,합계,"98,703 ","288,844,593 ","33,316,672,730 ",115.3 
202001,울산광역시,전체,가로등,"36,492 ","7,001,362 ","746,317,360 ",106.6 
202001,울산광역시,전체,교육용,425 ,"17,717,252 ","1,845,120,737 ",104.1 
202001,울산광역시,전체,농사용,"15,017 ","7,679,989 ","395,001,050 ",51.4 
202001,울산광역시,전체,산업용,"6,553 ","2,538,733,145 ","260,185,116,797 ",102.5 
202001,울산광역시,전체,심 야,"6,360 ","14,268,048 ","1,065,734,348 ",74.7 
202001,울산광역시,전체,일반용,"72,430 ","188,579,096 ","25,826,014,932 ",137 
202001,울산광역시,전체,주택용,"331,211 ","139,858,162 ","15,582,222,306 ",111.4 
202001,울산광역시,전체,합계,"468,488 ","2,913,837,054 ","305,645,527,530 ",104.9 
202001,인천광역시,전체,가로등,"69,630 ","16,138,786 ","1,754,019,365 ",108.7 
202001,인천광역시,전체,교육용,993 ,"34,697,091 ","3,602,983,871 ",103.8 
202001,인천광역시,전체,농사용,"25,374 ","11,366,459 ","588,949,880 ",51.8 
202001,인천광역시,전체,산업용,"19,529 ","1,062,624,251 ","126,259,310,544 ",118.8 
202001,인천광역시,전체,심 야,"15,017 ","33,877,907 ","2,599,699,888 ",76.7 
202001,인천광역시,전체,일반용,"139,180 ","576,079,537 ","76,194,045,962 ",132.3 
202001,인천광역시,전체,주택용,"752,788 ","373,249,361 ","42,342,528,989 ",113.4 
202001,인천광역시,전체,합계,"1,022,511 ","2,108,033,392 ","253,341,538,499 ",120.2 
202001,전라남도,전체,가로등,"170,922 ","21,784,627 ","2,322,346,891 ",106.6 
202001,전라남도,전체,교육용,"1,327 ","31,680,739 ","3,350,735,365 ",105.8 
202001,전라남도,전체,농사용,"290,514 ","334,021,077 ","16,006,436,658 ",47.9 
202001,전라남도,전체,산업용,"21,046 ","1,713,786,181 ","183,824,604,792 ",107.3 
202001,전라남도,전체,심 야,"43,144 ","77,970,231 ","5,842,780,050 ",74.9 
202001,전라남도,전체,일반용,"152,373 ","371,275,596 ","49,457,666,620 ",133.2 
202001,전라남도,전체,주택용,"753,395 ","222,953,939 ","25,312,966,342 ",113.5 
202001,전라남도,전체,합계,"1,432,721 ","2,773,472,390 ","286,117,536,718 ",103.2 
202001,전라북도,전체,가로등,"143,711 ","19,152,559 ","1,994,228,604 ",104.1 
202001,전라북도,전체,교육용,"1,246 ","37,587,709 ","3,895,989,484 ",103.7 
202001,전라북도,전체,농사용,"154,162 ","157,404,672 ","7,631,486,097 ",48.5 
202001,전라북도,전체,산업용,"15,656 ","1,107,130,834 ","122,532,481,540 ",110.7 
202001,전라북도,전체,심 야,"60,665 ","116,679,675 ","8,622,025,511 ",73.9 
202001,전라북도,전체,일반용,"142,093 ","361,499,118 ","48,262,553,963 ",133.5 
202001,전라북도,전체,주택용,"666,061 ","223,237,706 ","24,812,166,067 ",111.1 
202001,전라북도,전체,합계,"1,183,594 ","2,022,692,273 ","217,750,931,266 ",107.7 
202001,제주특별자치도,전체,가로등,"30,483 ","5,428,423 ","552,083,229 ",101.7 
202001,제주특별자치도,전체,교육용,357 ,"12,536,855 ","1,348,025,696 ",107.5 
202001,제주특별자치도,전체,농사용,"47,128 ","139,937,552 ","6,559,620,537 ",46.9 
202001,제주특별자치도,전체,산업용,"3,693 ","51,080,260 ","6,608,662,397 ",129.4 
202001,제주특별자치도,전체,심 야,"6,731 ","13,524,100 ","1,007,456,475 ",74.5 
202001,제주특별자치도,전체,일반용,"78,738 ","187,772,629 ","25,222,930,954 ",134.3 
202001,제주특별자치도,전체,주택용,"296,481 ","80,839,745 ","9,603,239,521 ",118.8 
202001,제주특별자치도,전체,합계,"463,611 ","491,119,564 ","50,902,018,809 ",103.6 
202001,충청남도,전체,가로등,"156,632 ","16,450,093 ","1,745,759,899 ",106.1 
202001,충청남도,전체,교육용,"1,138 ","51,945,715 ","5,157,783,957 ",99.3 
202001,충청남도,전체,농사용,"199,217 ","215,196,086 ","10,361,972,778 ",48.2 
202001,충청남도,전체,산업용,"22,187 ","3,370,282,331 ","374,446,648,243 ",111.1 
202001,충청남도,전체,심 야,"87,636 ","190,977,345 ","14,358,293,456 ",75.2 
202001,충청남도,전체,일반용,"168,745 ","457,580,737 ","60,872,302,600 ",133 
202001,충청남도,전체,주택용,"790,688 ","269,372,772 ","29,878,033,178 ",110.9 
202001,충청남도,전체,합계,"1,426,243 ","4,571,805,079 ","496,820,794,111 ",108.7 
202001,충청북도,전체,가로등,"105,382 ","17,112,971 ","1,802,868,655 ",105.4 
202001,충청북도,전체,교육용,788 ,"36,994,654 ","3,593,673,210 ",97.1 
202001,충청북도,전체,농사용,"136,379 ","81,355,271 ","4,038,567,109 ",49.6 
202001,충청북도,전체,산업용,"17,491 ","1,531,946,386 ","173,728,203,069 ",113.4 
202001,충청북도,전체,심 야,"87,343 ","177,973,418 ","13,186,807,979 ",74.1 
202001,충청북도,전체,일반용,"124,316 ","350,833,790 ","46,557,446,085 ",132.7 
202001,충청북도,전체,주택용,"618,703 ","204,918,965 ","23,009,429,783 ",112.3 
202001,충청북도,전체,합계,"1,090,402 ","2,401,135,455 ","265,916,995,890 ",110.7 
202002,강원특별자치도,전체,가로등,"121,155 ","17,021,511 ","1,919,156,889 ",112.7 
202002,강원특별자치도,전체,교육용,"1,062 ","30,752,060 ","3,176,077,257 ",103.3 
202002,강원특별자치도,전체,농사용,"109,576 ","58,516,488 ","2,945,166,877 ",50.3 
202002,강원특별자치도,전체,산업용,"13,985 ","518,979,686 ","58,114,908,403 ",112 
202002,강원특별자치도,전체,심 야,"88,882 ","224,560,652 ","16,791,658,232 ",74.8 
202002,강원특별자치도,전체,일반용,"149,286 ","448,820,502 ","59,039,552,961 ",131.5 
202002,강원특별자치도,전체,주택용,"608,329 ","203,003,988 ","22,969,549,584 ",113.1 
202002,강원특별자치도,전체,합계,"1,092,275 ","1,501,654,887 ","164,956,070,203 ",109.8 
202002,경기도,전체,가로등,"361,548 ","78,052,425 ","8,774,446,316 ",112.4 
202002,경기도,전체,교육용,"4,542 ","140,253,981 ","14,886,107,201 ",106.1 
202002,경기도,전체,농사용,"229,762 ","258,885,965 ","12,499,250,663 ",48.3 
202002,경기도,전체,산업용,"130,670 ","5,612,989,701 ","666,551,503,440 ",118.8 
202002,경기도,전체,심 야,"139,759 ","380,849,572 ","28,725,480,211 ",75.4 
202002,경기도,전체,일반용,"694,981 ","2,722,400,260 ","359,915,131,071 ",132.2 
202002,경기도,전체,주택용,"3,003,994 ","1,660,393,685 ","189,135,197,774 ",113.9 
202002,경기도,전체,합계,"4,565,256 ","10,853,825,589 ","1,280,487,116,676 ",118 
202002,경상남도,전체,가로등,"180,856 ","25,022,279 ","2,807,363,282 ",112.2 
202002,경상남도,전체,교육용,"1,680 ","36,437,223 ","4,240,036,391 ",116.4 
202002,경상남도,전체,농사용,"212,703 ","322,878,694 ","15,333,072,013 ",47.5 
202002,경상남도,전체,산업용,"38,535 ","1,605,261,294 ","199,273,242,031 ",124.1 
202002,경상남도,전체,심 야,"84,377 ","123,441,354 ","9,278,808,281 ",75.2 
202002,경상남도,전체,일반용,"224,147 ","592,359,730 ","80,448,084,194 ",135.8 
202002,경상남도,전체,주택용,"1,174,158 ","420,432,879 ","47,225,436,838 ",112.3 
202002,경상남도,전체,합계,"1,916,456 ","3,125,833,453 ","358,606,043,030 ",114.7 
